prob_tw,term_id,prob_wt,modality_id,topic_id
0.00908169,15,0.000736315,1,8
0.0364339,15,0.00418869,1,9
0.00996775,15,0.00114088,1,10
0.104809,15,0.0137762,1,11
0.101669,15,0.0125408,1,12
0.0458043,15,0.00390841,1,13
0.0385008,15,0.00479762,1,14
0.110854,15,0.012489,1,15
0.00700306,16,0.00025584,1,1
0.244795,16,0.00913681,1,2
0.0163665,16,0.000600525,1,3
0.0406261,16,0.00144347,1,4
0.0486788,16,0.00139455,1,5
0.0489606,16,0.00179664,1,6
0.0170311,16,0.000607154,1,7
0.0167913,16,0.00038729,1,8
0.172135,16,0.00562983,1,9
0.0767852,16,0.00250019,1,10
0.0165732,16,0.000619714,1,11
0.030747,16,0.00107893,1,12
0.0396153,16,0.000961636,1,13
0.207076,16,0.00734075,1,14
0.0168159,16,0.00053895,1,15
0.0429208,17,0.000144335,1,1
0.018375,17,6.31309e-05,1,2
0.0255343,17,8.62429e-05,1,3
0.160275,17,0.00052419,1,4
0.0279145,17,7.36117e-05,1,5
0.0618518,17,0.000208924,1,6
0.138817,17,0.000455532,1,7
0.0114155,17,2.42365e-05,1,8
0.121864,17,0.00036688,1,9
0.0624304,17,0.000187117,1,10
0.0124614,17,4.28917e-05,1,11
0.0392692,17,0.000126842,1,12
0.0326957,17,7.30569e-05,1,13
0.108001,17,0.000352419,1,14
0.136176,17,0.000401745,1,15
0.000291747,18,4.14935e-07,1,1
0.0464189,18,6.74497e-05,1,2
0.00012793,18,1.82744e-07,1,3
0.000713009,18,9.86254e-07,1,4
1.35817e-07,18,1.51475e-10,1,5
0.248317,18,0.000354743,1,6
0.000445473,18,6.18258e-07,1,7
0.0330647,18,2.96899e-05,1,8
0.451944,18,0.000575445,1,9
0.0394385,18,4.99929e-05,1,10
5.79866e-05,18,8.44123e-08,1,11
0.0207291,18,2.83181e-05,1,12
0.0197332,18,1.86482e-05,1,13
1.29544e-06,18,1.7878e-09,1,14
0.138717,18,0.000173082,1,15
0.047531,19,0.000388067,1,1
0.0754154,19,0.000629075,1,2
0.0908479,19,0.000744974,1,3
0.0750151,19,0.000595661,1,4
1.30631e-05,19,8.36354e-08,1,5
0.00256144,19,2.10062e-05,1,6
0.0116158,19,9.25456e-05,1,7
0.021525,19,0.000110954,1,8
0.127119,19,0.000929155,1,9
0.0419242,19,0.000305077,1,10
0.00384948,19,3.2169e-05,1,11
0.000782188,19,6.1341e-06,1,12
0.00194783,19,1.05669e-05,1,13
1.48636e-05,19,1.17756e-07,1,14
0.499837,19,0.0035802,1,15
0.0155388,20,0.000737413,1,1
0.0249267,20,0.00120857,1,2
0.0145042,20,0.000691326,1,3
0.0206585,20,0.000953481,1,4
0.0787513,20,0.00293065,1,5
0.0333926,20,0.00159176,1,6
0.200202,20,0.0092712,1,7
0.276245,20,0.00827672,1,8
0.0149431,20,0.000634864,1,9
0.0172894,20,0.000731289,1,10
0.00147911,20,7.18453e-05,1,11
0.00482312,20,0.000219852,1,12
0.0233187,20,0.000735301,1,13
0.00033307,20,1.53377e-05,1,14
0.273595,20,0.0113907,1,15
0.0535929,21,0.00120585,1,1
0.0485046,21,0.00111502,1,2
0.0801927,21,0.00181225,1,3
0.0165799,21,0.000362819,1,4
0.0923706,21,0.0016298,1,5
0.0896478,21,0.0020261,1,6
0.00497661,21,0.000109269,1,7
0.0321668,21,0.000456947,1,8
0.00880298,21,0.000177322,1,9
0.139129,21,0.0027901,1,10
0.0395051,21,0.000909799,1,11
0.0209569,21,0.000452923,1,12
0.0460364,21,0.000688266,1,13
0.233961,21,0.00510812,1,14
0.093577,21,0.00184716,1,15
0.345565,22,0.0556745,1,1
0.0195174,22,0.00321262,1,2
0.0239593,22,0.003877,1,3
0.0402848,22,0.0063123,1,4
0.000849906,22,0.000107377,1,5
0.0499506,22,0.00808352,1,6
0.00180192,22,0.000283294,1,7
0.147882,22,0.0150423,1,8
0.0205321,22,0.00296147,1,9
0.0306186,22,0.0043967,1,10
0.00361445,22,0.000596037,1,11
0.0541474,22,0.00837941,1,12
0.00236071,22,0.000252718,1,13
0.000218271,22,3.41234e-05,1,14
0.258697,22,0.0365651,1,15
0.115325,23,0.00815649,1,1
0.0544019,23,0.00393102,1,2
0.111907,23,0.00794935,1,3
0.0499054,23,0.0034328,1,4
0.0812535,23,0.00450645,1,5
0.0383665,23,0.00272562,1,6
0.0753857,23,0.00520287,1,7
0.0145961,23,0.00065176,1,8
0.0784655,23,0.00496826,1,9
0.0654314,23,0.00412459,1,10
0.0453801,23,0.00328511,1,11
0.0332627,23,0.00225968,1,12
0.0544834,23,0.00256042,1,13
0.10039,23,0.00688971,1,14
0.0814459,23,0.00505356,1,15
0.260819,24,0.0204862,1,1
0.00217098,24,0.000174216,1,2
0.0173619,24,0.00136966,1,3
0.00261557,24,0.000199806,1,4
0.0452707,24,0.00278837,1,5
0.147774,24,0.0116588,1,6
0.0214106,24,0.00164105,1,7
0.274122,24,0.0135936,1,8
0.0853033,24,0.00599835,1,9
0.00105246,24,7.36787e-05,1,10
0.00554064,24,0.000445436,1,11
0.0357676,24,0.00269848,1,12
0.000185948,24,9.70462e-06,1,13
0.00414962,24,0.00031627,1,14
0.0964545,24,0.00664648,1,15
0.186353,25,0.00274669,1,1
0.0106846,25,0.000160895,1,2
0.0453395,25,0.000671191,1,3
0.00401183,25,5.7509e-05,1,4
0.145316,25,0.00167958,1,5
0.075054,25,0.00111117,1,6
0.0314304,25,0.000452062,1,7
0.146182,25,0.00136031,1,8
0.0353739,25,0.00046677,1,9
0.00590805,25,7.76127e-05,1,10
0.0693827,25,0.00104672,1,11
0.00276962,25,3.92106e-05,1,12
0.0258275,25,0.000252943,1,13
0.141755,25,0.00202741,1,14
0.0746117,25,0.000964782,1,15
0.000496753,26,2.65705e-07,1,1
0.089369,26,4.88378e-05,1,2
0.00432304,26,2.32243e-06,1,3
0.0814794,26,4.23863e-05,1,4
1.96647e-05,26,8.24818e-09,1,5
0.0631278,26,3.39166e-05,1,6
0.00261531,26,1.36507e-06,1,7
0.00541091,26,1.82725e-06,1,8
0.0177194,26,8.48502e-06,1,9
0.0164591,26,7.84655e-06,1,10
5.15607e-05,26,2.82281e-08,1,11
0.000459919,26,2.36292e-07,1,12
0.531966,26,0.000189064,1,13
9.28971e-06,26,4.82158e-09,1,14
0.186493,26,8.75123e-05,1,15
0.0954265,27,0.000292799,1,1
0.0405671,27,0.00012717,1,2
0.0239239,27,7.37273e-05,1,3
0.0602226,27,0.000179713,1,4
0.0809333,27,0.000194734,1,5
0.00187357,27,5.77434e-06,1,6
0.0454217,27,0.000136,1,7
0.0335247,27,6.49436e-05,1,8
0.45137,27,0.00123988,1,9
0.0687885,27,0.000188118,1,10
0.0333354,27,0.000104691,1,11
0.0319148,27,9.40592e-05,1,12
0.00181261,27,3.69548e-06,1,13
0.0272433,27,8.11129e-05,1,14
0.00364166,27,9.80276e-06,1,15
0.126495,28,0.000828762,1,1
0.189512,28,0.00126854,1,2
0.000745677,28,4.90683e-06,1,3
0.000596127,28,3.79852e-06,1,4
0.0101678,28,5.22392e-05,1,5
0.0458215,28,0.000301549,1,6
0.0116758,28,7.46478e-05,1,7
0.00841795,28,3.48202e-05,1,8
0.00049301,28,2.89172e-06,1,9
0.438935,28,0.00256312,1,10
0.000197905,28,1.32714e-06,1,11
0.0733434,28,0.000461556,1,12
0.0867652,28,0.000377718,1,13
7.51283e-07,28,4.77626e-09,1,14
0.00683238,28,3.92713e-05,1,15
0.0662848,29,0.00168554,1,1
0.0926886,29,0.00240803,1,2
0.00746163,29,0.00019057,1,3
0.000106762,29,2.64035e-06,1,4
0.00268671,29,5.35745e-05,1,5
0.0052574,29,0.000134285,1,6
0.364934,29,0.00905551,1,7
0.00258985,29,4.15785e-05,1,8
0.00610621,29,0.000139009,1,9
0.332708,29,0.00754054,1,10
0.00814866,29,0.000212087,1,11
0.0222513,29,0.000543485,1,12
0.0450353,29,0.00076093,1,13
0.0310755,29,0.000766782,1,14
0.0126649,29,0.000282537,1,15
0.0159291,30,0.000349902,1,1
0.0262913,30,0.000590036,1,2
0.0741876,30,0.00163675,1,3
0.0471902,30,0.00100815,1,4
0.047222,30,0.000813415,1,5
0.236716,30,0.00522295,1,6
0.067458,30,0.00144598,1,7
0.0341624,30,0.000473777,1,8
0.0964551,30,0.00189682,1,9
0.0532765,30,0.00104305,1,10
0.0358606,30,0.000806262,1,11
0.133719,30,0.00282136,1,12
0.0368921,30,0.000538463,1,13
0.0239867,30,0.000511275,1,14
0.0706531,30,0.00136155,1,15
0.120183,31,0.000342478,1,1
0.0641616,31,0.0001868,1,2
0.279299,31,0.000799383,1,3
0.143,31,0.000396319,1,4
0.014168,31,3.16601e-05,1,5
0.0418834,31,0.000119885,1,6
0.0414864,31,0.000115364,1,7
0.0485795,31,8.74003e-05,1,8
0.052978,31,0.000135155,1,9
0.0245133,31,6.22595e-05,1,10
0.0890578,31,0.000259756,1,11
0.0293665,31,8.03804e-05,1,12
0.0221774,31,4.1992e-05,1,13
0.0135093,31,3.73553e-05,1,14
0.0156366,31,3.90914e-05,1,15
0.0342464,32,0.00142965,1,1
0.0198029,32,0.000844606,1,2
0.00658103,32,0.000275933,1,3
0.0818313,32,0.00332241,1,4
0.0736235,32,0.00241015,1,5
0.204441,32,0.00857268,1,6
0.174139,32,0.00709388,1,7
0.0772814,32,0.00203685,1,8
0.0913047,32,0.00341235,1,9
0.0320935,32,0.00119411,1,10
0.00639487,32,0.000273244,1,11
0.0775173,32,0.00310829,1,12
0.00321503,32,8.91798e-05,1,13
0.0348086,32,0.00141004,1,14
0.0827193,32,0.00302949,1,15
0.00134914,33,0.000132836,1,1
0.0510823,33,0.00513856,1,2
0.238219,33,0.0235577,1,3
0.0871422,33,0.00834465,1,4
0.0176594,33,0.00136348,1,5
0.00880296,33,0.000870606,1,6
0.053082,33,0.00510013,1,7
0.0141243,33,0.000878003,1,8
0.0146701,33,0.00129312,1,9
0.0236244,33,0.00207317,1,10
0.00180932,33,0.000182339,1,11
0.444938,33,0.0420792,1,12
0.000861248,33,5.6345e-05,1,13
0.000692465,33,6.61587e-05,1,14
0.0419434,33,0.00362303,1,15
0.0539969,34,0.000963165,1,1
0.168076,34,0.00306301,1,2
0.0457813,34,0.000820193,1,3
0.0868136,34,0.00150605,1,4
0.0245587,34,0.000343519,1,5
0.0809422,34,0.00145024,1,6
0.0649414,34,0.00113039,1,7
0.0165751,34,0.000186663,1,8
0.0584452,34,0.000933311,1,9
0.050582,34,0.00080416,1,10
0.115637,34,0.00211121,1,11
0.0243877,34,0.000417842,1,12
0.0482358,34,0.000571701,1,13
0.0210699,34,0.00036469,1,14
0.139958,34,0.00219017,1,15
0.0824744,35,0.00058129,1,1
0.119916,35,0.000863502,1,2
0.0325098,35,0.000230136,1,3
0.108941,35,0.000746768,1,4
0.012439,35,6.87498e-05,1,5
0.0505465,35,0.000357848,1,6
0.0168186,35,0.000115675,1,7
0.102287,35,0.000455162,1,8
0.109151,35,0.000688724,1,9
0.0157892,35,9.91852e-05,1,10
0.165511,35,0.001194,1,11
0.0533627,35,0.00036126,1,12
0.0241713,35,0.000113199,1,13
0.0422207,35,0.000288754,1,14
0.0638612,35,0.000394874,1,15
0.0507894,36,0.00250953,1,1
0.116148,36,0.00586332,1,2
0.0299792,36,0.00148777,1,3
0.1123,36,0.00539662,1,4
0.0463476,36,0.00179581,1,5
0.111446,36,0.00553119,1,6
0.0774595,36,0.00373482,1,7
0.0669928,36,0.00208987,1,8
0.0849367,36,0.00375718,1,9
0.0623653,36,0.00274649,1,10
0.0728059,36,0.00368206,1,11
0.0858864,36,0.00407618,1,12
7.78762e-05,36,2.55677e-06,1,13
0.02024,36,0.00097042,1,14
0.0622248,36,0.00269732,1,15
0.0672973,37,0.00698664,1,1
0.0584105,37,0.00619546,1,2
0.0522253,37,0.00544563,1,3
0.0658672,37,0.00665059,1,4
0.0613618,37,0.00499554,1,5
0.0651123,37,0.00678996,1,6
0.0731831,37,0.00741406,1,7
0.10168,37,0.00666465,1,8
0.0555305,37,0.00516117,1,9
0.095105,37,0.00880012,1,10
0.0408643,37,0.0043423,1,11
0.0530945,37,0.00529456,1,12
0.066063,37,0.00455719,1,13
0.0954103,37,0.0096116,1,14
0.0487948,37,0.00444419,1,15
0.13181,38,0.00121301,1,1
0.000189313,38,1.77996e-06,1,2
0.000586652,38,5.42241e-06,1,3
0.00221472,38,1.98223e-05,1,4
0.000159392,38,1.15026e-06,1,5
4.00193e-05,38,3.69929e-07,1,6
4.44011e-05,38,3.98735e-07,1,7
0.00674416,38,3.91845e-05,1,8
0.503141,38,0.00414525,1,9
8.15046e-06,38,6.68518e-08,1,10
3.4249e-05,38,3.22603e-07,1,11
0.0256891,38,0.000227077,1,12
0.00230142,38,1.40727e-05,1,13
0.181891,38,0.00162426,1,14
0.145147,38,0.00117185,1,15
0.0427347,39,0.00635747,1,1
0.0261576,39,0.0039757,1,2
0.0898527,39,0.0134255,1,3
0.0960066,39,0.0138907,1,4
0.0494088,39,0.00576395,1,5
0.072296,39,0.0108032,1,6
0.0939518,39,0.013639,1,7
0.0693735,39,0.0065158,1,8
0.0964806,39,0.0128496,1,9
0.0770468,39,0.0102158,1,10
0.0189181,39,0.00288062,1,11
0.0938631,39,0.0134124,1,12
0.0416063,39,0.00411273,1,13
0.0659788,39,0.0095244,1,14
0.0663244,39,0.00865616,1,15
0.0402785,40,0.000160906,1,1
0.0599813,40,0.000244808,1,2
0.00241111,40,9.67413e-06,1,3
0.00751813,40,2.92098e-05,1,4
0.385572,40,0.00120786,1,5
0.0082279,40,3.30157e-05,1,6
0.216487,40,0.000843928,1,7
0.0743789,40,0.000187594,1,8
0.00179484,40,6.41903e-06,1,9
0.055595,40,0.000197947,1,10
0.0163598,40,6.68928e-05,1,11
0.0271022,40,0.000103995,1,12
0.03048,40,8.09061e-05,1,13
0.0268358,40,0.000104026,1,14
0.0469774,40,0.00016464,1,15
0.00329061,41,0.000145776,1,1
0.00800684,41,0.000362396,1,2
0.00536177,41,0.00023857,1,3
0.0302384,41,0.00130284,1,4
0.00878498,41,0.000305186,1,5
0.0912914,41,0.00406232,1,6
0.0137837,41,0.000595871,1,7
0.0121432,41,0.000339637,1,8
0.0311845,41,0.00123679,1,9
0.119605,41,0.00472255,1,10
0.0411081,41,0.00186399,1,11
0.0651788,41,0.00277349,1,12
0.308831,41,0.00909074,1,13
0.00451988,41,0.000194298,1,14
0.256671,41,0.00997556,1,15
0.0483318,42,0.00251478,1,1
0.0682632,42,0.00362882,1,2
0.0309704,42,0.00161849,1,3
0.0551829,42,0.00279249,1,4
0.142353,42,0.00580825,1,5
0.0684624,42,0.0035781,1,6
0.0320986,42,0.00162977,1,7
0.133352,42,0.00438064,1,8
0.0362807,42,0.00169001,1,9
0.0957891,42,0.0044422,1,10
0.0372511,42,0.00198386,1,11
0.0751191,42,0.00375428,1,12
0.0457191,42,0.00158064,1,13
0.103952,42,0.00524842,1,14
0.0268751,42,0.00122678,1,15
0.0165316,43,0.000312484,1,1
0.0444825,43,0.000859042,1,2
0.0726195,43,0.00137868,1,3
0.0512765,43,0.000942653,1,4
0.131525,43,0.00194956,1,5
0.0366565,43,0.000695981,1,6
0.0517815,43,0.00095513,1,7
0.172861,43,0.00206291,1,8
0.127843,43,0.0021634,1,9
0.080375,43,0.0013541,1,10
0.0175866,43,0.000340252,1,11
0.0496847,43,0.000902079,1,12
0.0273872,43,0.000343976,1,13
0.0409639,43,0.000751354,1,14
0.0784255,43,0.00130053,1,15
0.0556472,44,0.000237545,1,1
0.0708396,44,0.000308951,1,2
0.0426423,44,0.000182826,1,3
0.171901,44,0.000713674,1,4
0.0676121,44,0.000226328,1,5
0.123048,44,0.000527604,1,6
0.0195,44,8.12288e-05,1,7
0.000319831,44,8.61972e-07,1,8
0.0556112,44,0.000212525,1,9
0.0126,44,4.79387e-05,1,10
0.0259847,44,0.000113534,1,11
0.0149327,44,6.1228e-05,1,12
0.144028,44,0.000408522,1,13
0.0170314,44,7.05475e-05,1,14
0.178303,44,0.000667742,1,15
0.0240898,45,0.000786204,1,1
0.129048,45,0.00430292,1,2
0.109203,45,0.00357956,1,3
0.0506678,45,0.00160825,1,4
0.0586554,45,0.00150114,1,5
0.0256527,45,0.000840944,1,6
0.0586775,45,0.00186873,1,7
0.0168729,45,0.000347666,1,8
0.162584,45,0.00475036,1,9
0.0495789,45,0.00144216,1,10
0.0646346,45,0.00215909,1,11
0.0161392,45,0.000505933,1,12
0.118334,45,0.00256613,1,13
0.0119386,45,0.00037808,1,14
0.103924,45,0.00297553,1,15
0.0219992,46,0.000702403,1,1
0.00106382,46,3.47024e-05,1,2
0.0228674,46,0.000733319,1,3
0.139691,46,0.00433779,1,4
0.044295,46,0.00110904,1,5
0.0822587,46,0.00263812,1,6
0.166923,46,0.00520079,1,7
0.339703,46,0.00684776,1,8
0.0126509,46,0.000361614,1,9
0.0293471,46,0.000835141,1,10
0.0019122,46,6.2491e-05,1,11
0.0821986,46,0.00252088,1,12
0.00134994,46,2.86393e-05,1,13
0.0150609,46,0.000466615,1,14
0.0386793,46,0.00108344,1,15
0.00230137,47,4.59399e-05,1,1
0.0615426,47,0.00125513,1,2
0.00141026,47,2.82748e-05,1,3
0.00388449,47,7.54149e-05,1,4
0.0461678,47,0.000722695,1,5
0.0217154,47,0.000435415,1,6
0.0439495,47,0.000856114,1,7
0.0494953,47,0.000623789,1,8
0.0604817,47,0.00108087,1,9
0.557305,47,0.00991542,1,10
0.00261094,47,5.33462e-05,1,11
0.0623983,47,0.00119642,1,12
0.0561003,47,0.000744108,1,13
0.00358905,47,6.95204e-05,1,14
0.0270479,47,0.00047368,1,15
0.0517965,48,0.000810157,1,1
0.0107757,48,0.000172197,1,2
0.0637867,48,0.00100206,1,3
0.0795092,48,0.0012095,1,4
0.173032,48,0.0021223,1,5
0.0399249,48,0.000627256,1,6
0.0151848,48,0.000231768,1,7
0.389346,48,0.0038448,1,8
0.0419861,48,0.000587921,1,9
0.0621271,48,0.000866091,1,10
0.00386004,48,6.17966e-05,1,11
0.00782722,48,0.000117594,1,12
0.00501762,48,5.21475e-05,1,13
0.0388533,48,0.000589692,1,14
0.0169733,48,0.000232907,1,15
0.0674773,49,0.000138129,1,1
0.159969,49,0.000334561,1,2
0.00088107,49,1.81148e-06,1,3
1.51173e-05,49,3.0097e-08,1,4
3.12261e-08,49,5.01256e-11,1,5
0.0151211,49,3.10917e-05,1,6
0.0562915,49,0.000112446,1,7
1.39011e-05,49,1.79659e-08,1,8
2.08592e-06,49,3.82271e-09,1,9
0.0704295,49,0.000128498,1,10
0.000129736,49,2.71827e-07,1,11
0.133725,49,0.000262936,1,12
0.487391,49,0.000662938,1,13
1.73354e-09,49,3.44343e-12,1,14
0.00855419,49,1.53623e-05,1,15
0.142486,50,0.0002544,1,1
0.000972314,50,1.77363e-06,1,2
0.000256387,50,4.59767e-07,1,3
4.38556e-05,50,7.61538e-08,1,4
6.82566e-05,50,9.5566e-08,1,5
0.0321254,50,5.7614e-05,1,6
0.158722,50,0.00027654,1,7
0.172693,50,0.000194667,1,8
